,val_acc,acc,val_loss,loss
0,0.3878205120563507,0.48504599928855896,10.99759292602539,11.124080657958984
1,0.3878205120563507,0.48504599928855896,10.664423942565918,10.779654502868652
2,0.5721153616905212,0.5517638325691223,10.215453147888184,10.392471313476562
3,0.6137820482254028,0.6522239446640015,9.810766220092773,9.93670654296875
4,0.620192289352417,0.6643021702766418,9.507759094238281,9.595382690429688
5,0.6666666865348816,0.685774564743042,9.22537899017334,9.299062728881836
6,0.6282051205635071,0.6915260553359985,9.034090042114258,9.035629272460938
7,0.7163461446762085,0.7154908180236816,8.750905990600586,8.762537002563477
8,0.6746794581413269,0.7277607321739197,8.448990821838379,8.519498825073242
9,0.6618589758872986,0.7333205342292786,8.381613731384277,8.276479721069336
10,0.6778846383094788,0.7442484498023987,8.246231079101562,8.05302906036377
11,0.7435897588729858,0.7400306463241577,7.856890678405762,7.83778715133667
12,0.6907051205635071,0.7565184235572815,7.75220251083374,7.616721153259277
13,0.75,0.754601240158081,7.480990886688232,7.416714191436768
14,0.7243589758872986,0.7628450989723206,7.338155269622803,7.223337173461914
15,0.7820512652397156,0.7626533508300781,6.979391098022461,7.032241344451904
16,0.7339743375778198,0.7651457190513611,6.973959922790527,6.844386577606201
17,0.7243589758872986,0.7739647030830383,6.826317310333252,6.665286064147949
18,0.7435897588729858,0.7743481397628784,6.638364315032959,6.495445728302002
19,0.7371794581413269,0.7758818864822388,6.451718807220459,6.323585033416748
20,0.7211538553237915,0.7722392678260803,6.441875457763672,6.168399810791016
21,0.7980769276618958,0.7824003100395203,5.995782375335693,6.006850719451904
22,0.7467948794364929,0.7827837467193604,6.009237289428711,5.8485212326049805
23,0.7948718070983887,0.7797162532806396,5.7167487144470215,5.712193965911865
24,0.7419871687889099,0.7837423086166382,5.727288722991943,5.560871124267578
25,0.754807710647583,0.785467803478241,5.534816741943359,5.41909122467041
26,0.745192289352417,0.7848926186561584,5.523025035858154,5.282558917999268
27,0.7692307829856873,0.7841257452964783,5.289316177368164,5.150572299957275
28,0.7852563858032227,0.7877684235572815,5.125496864318848,5.0246686935424805
29,0.7916666865348816,0.793136477470398,4.896042823791504,4.900218963623047
30,0.7532051205635071,0.7944785356521606,4.988283157348633,4.774847507476807
