,val_acc,acc,val_loss,loss
31,0.7628205418586731,0.793519914150238,4.80093240737915,4.655367851257324
32,0.7179487347602844,0.7958205342292786,4.868123531341553,4.549203872680664
33,0.7483974099159241,0.7986963391304016,4.587767601013184,4.431778430938721
34,0.7708333134651184,0.793519914150238,4.443967819213867,4.3231964111328125
35,0.7836538553237915,0.7963957190513611,4.2592363357543945,4.222679615020752
36,0.7820512652397156,0.7988880276679993,4.237119197845459,4.115930080413818
37,0.7772436141967773,0.8025306463241577,4.141258239746094,4.0133748054504395
38,0.7516025900840759,0.7939033508300781,4.137185573577881,3.9337170124053955
39,0.8125,0.7992714643478394,3.815436840057373,3.8308277130126953
40,0.7804487347602844,0.7988880276679993,3.844970226287842,3.7423830032348633
41,0.7932692170143127,0.8052147030830383,3.737492799758911,3.6445372104644775
42,0.7932692170143127,0.8027223944664001,3.626110076904297,3.5589663982391357
43,0.7740384340286255,0.800613522529602,3.690021276473999,3.482837438583374
44,0.7371794581413269,0.8059815764427185,3.7045745849609375,3.3954710960388184
45,0.75,0.8038727045059204,3.617838144302368,3.3186352252960205
46,0.75,0.8075153231620789,3.542813539505005,3.240891218185425
47,0.7307692170143127,0.8067484498023987,3.4532127380371094,3.1717135906219482
48,0.6955128312110901,0.8084739446640015,3.5347259044647217,3.098893880844116
49,0.7724359035491943,0.8094325065612793,3.288813352584839,3.024336338043213
50,0.7948718070983887,0.8146088719367981,3.123094081878662,2.951167106628418
51,0.807692289352417,0.8151840567588806,3.0121490955352783,2.88596773147583
52,0.8157051205635071,0.8134585618972778,2.9163355827331543,2.8230581283569336
53,0.8125,0.8126916885375977,2.8629536628723145,2.759834051132202
54,0.7868589758872986,0.8144171833992004,2.8928565979003906,2.703726053237915
55,0.7724359035491943,0.8136503100395203,2.89290452003479,2.650411367416382
56,0.7852563858032227,0.8117331266403198,2.70550274848938,2.588027000427246
57,0.8205128312110901,0.8161426186561584,2.6054582595825195,2.531209945678711
58,0.817307710647583,0.8123083114624023,2.570838212966919,2.491224765777588
59,0.7756410241127014,0.8121165633201599,2.612142324447632,2.4344565868377686
60,0.8221153616905212,0.8188266754150391,2.4465646743774414,2.3785040378570557
61,0.8044871687889099,0.8169094920158386,2.4659862518310547,2.337353467941284
62,0.7948718070983887,0.8148006200790405,2.4622044563293457,2.2952826023101807
63,0.7820512652397156,0.8222776055335999,2.4446449279785156,2.2400717735290527
64,0.7740384340286255,0.8222776055335999,2.4260127544403076,2.1961560249328613
65,0.8205128312110901,0.8220859169960022,2.2620978355407715,2.154376983642578
66,0.7355769276618958,0.8134585618972778,2.4957408905029297,2.1315901279449463
67,0.7804487347602844,0.8245782256126404,2.2897255420684814,2.0744709968566895
68,0.8269230723381042,0.8226610422134399,2.1320722103118896,2.0464861392974854
69,0.7964743375778198,0.8190184235572815,2.1530370712280273,2.0060534477233887
70,0.7163461446762085,0.8259202241897583,2.334221839904785,1.9701639413833618
71,0.7900640964508057,0.8263036608695984,2.112395763397217,1.9398200511932373
72,0.7067307829856873,0.827262282371521,2.3945677280426025,1.9052760601043701
73,0.7532051205635071,0.8280291557312012,2.0920097827911377,1.869146466255188
74,0.8028846383094788,0.8301380276679993,1.970254898071289,1.8348116874694824
75,0.7884615659713745,0.8309049010276794,1.9904528856277466,1.8063991069793701
76,0.7419871687889099,0.8264954090118408,2.0560691356658936,1.7808912992477417
77,0.7628205418586731,0.8324386477470398,1.974223256111145,1.7507797479629517
78,0.7307692170143127,0.8328220844268799,2.139390707015991,1.7260369062423706
79,0.6794871687889099,0.8330138325691223,2.262078046798706,1.6966086626052856
80,0.7740384340286255,0.8316717743873596,1.9225518703460693,1.67266845703125
81,0.7291666865348816,0.8310966491699219,2.098536252975464,1.6509556770324707
82,0.7612179517745972,0.8347392678260803,1.9045370817184448,1.6268683671951294
83,0.8317307829856873,0.8366564512252808,1.689870834350586,1.6068534851074219
84,0.7724359035491943,0.8358895778656006,1.8497625589370728,1.5873620510101318
85,0.7772436141967773,0.8401073813438416,1.774558663368225,1.5580477714538574
86,0.7644230723381042,0.8341640830039978,1.7676033973693848,1.5449137687683105
87,0.7115384340286255,0.8425996899604797,2.1095378398895264,1.5208936929702759
88,0.7852563858032227,0.8374233245849609,1.7284777164459229,1.5091665983200073
89,0.7692307829856873,0.8424080014228821,1.8301278352737427,1.4895689487457275
90,0.7868589758872986,0.8389570713043213,1.6669358015060425,1.4749253988265991
91,0.7211538553237915,0.842024564743042,1.9632470607757568,1.447682499885559
92,0.7067307829856873,0.8468174934387207,1.9690334796905518,1.4327774047851562
93,0.7387820482254028,0.8477760553359985,1.8681679964065552,1.4180395603179932
94,0.7227563858032227,0.8450919985771179,1.8824148178100586,1.4058693647384644
95,0.745192289352417,0.8481594920158386,1.7389931678771973,1.3878018856048584
96,0.7708333134651184,0.852569043636322,1.7022790908813477,1.373785138130188
97,0.6891025900840759,0.8460506200790405,2.074941873550415,1.3654710054397583
98,0.7307692170143127,0.8450919985771179,1.7981164455413818,1.3513213396072388
99,0.7179487347602844,0.8493098020553589,1.836466908454895,1.331299066543579
